IATA_code,ICAO_code,AIRPORT_NAME
MQL,YMIA,Mildura Airport
MQM,LTCR,Mardin Airport
MQN,ENRA,"Mo i Rana Airport, Røssvoll"
MQO,,Malam Airport[1]
MQP,FAKN,Kruger Mpumalanga International Airport
MQQ,FTTD,Moundou Airport
MQR,,Mosquera Airport[1]
MQS,TVSM,Mustique Airport
MQT,KSAW,Sawyer International Airport (FAA: SAW)
MQU,SKQU,Mariquita Airport
MQV,,Mostaganem Airport[1]
MQW,KMQW,Telfair–Wheeler Airport
MQX,HAMK,Alula Aba Nega Airport
MQY,KMQY,Smyrna Airport
MQZ,YMGT,Margaret River Airport[1]
MRA,,Misrata Airport
MRB,KMRB,Eastern WV Regional Airport (Shepherd Field)
MRC,KMRC,Maury County Airport
MRD,SVMD,Alberto Carnevalli Airport
MRE,,Mara Serena Airport
MRF,KMRF,Marfa Municipal Airport
MRG,YMBA,Mareeba Airfield
MRH,,May River Airport[1]
MRI,PAMR,Merrill Field
MRJ,MHMA,Marcala Airport
MRK,KMKY,Marco Island Airport (FAA: MKY)
MRL,,Miners Lake Airport[1]
MRM,AYMA,Manari Airport
MRN,KMRN,Foothills Regional Airport (was Morganton-Lenoir Airport)
MRO,NZMS,Hood Aerodrome
MRP,YALA,Marla Airport
MRQ,RPUW,Marinduque Airport
MRR,SEMA,José María Velasco Ibarra Airport
MRS,LFML,Marseille Provence Airport
MRT,,Moroak Airport
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport
MRV,URMM,Mineralnye Vody Airport
MRW,EKMB,Lolland Falster Airport
MRX,OIAM,Mahshahr Airport
MRY,KMRY,Monterey Regional Airport
MRZ,YMOR,Moree Airport
MSA,CZMD,Muskrat Dam Airport
MSC,KFFZ,Falcon Field Airport (FAA: FFZ)
MSD,,Mount Pleasant Airport (FAA: 43U)
MSE,EGMH,Manston Airport (Kent International Airport)
MSF,YMNS,Mount Swan Airport
MSG,FXMA,Matsaile Airport[1]
MSH,OOMA,Masirah Air Base
MSI,,Masalembo Airport[1]
MSJ,RJSM,Misawa Air Base
MSL,KMSL,Northwest Alabama Regional Airport
MSM,FZCV,Masi-Manimba Airport
MSN,KMSN,Dane County Regional Airport (Truax Field)
MSO,KMSO,Missoula International Airport
MSP,KMSP,Minneapolis–Saint Paul International Airport (Wold–Chamberlain Field)
MSQ,UMMS,Minsk National Airport
MSR,LTCK,Muş Airport
MSS,KMSS,Massena International Airport (Richards Field)
MST,EHBK,Maastricht Aachen Airport
MSU,FXMM,Moshoeshoe I International Airport
MSV,KMSV,Sullivan County International Airport
MSW,HHMS,Massawa International Airport
MSX,FCMM,Mossendjo Airport
MSY,KMSY,Louis Armstrong New Orleans International Airport
MSZ,FNMO,Moçâmedes Airport (Yuri Gagarin Airport)
MTA,NZMA,Matamata Airport
MTB,SKML,Montelíbano Airport
MTC,KMTC,Selfridge Air National Guard Base
MTD,YMSF,Mount Sandford Station Airport[1]
MTE,SNMA,Monte Alegre Airport
MTF,HAMT,Mizan Teferi Airport
MTG,,Mato Grosso Airport
MTH,KMTH,Florida Keys Marathon Airport
MTI,GVMT,Mosteiros Airport
MTJ,KMTJ,Montrose Regional Airport
MTK,NGMN,Makin Airport
MTL,YMND,Maitland Airport
MTM,PAMM,Metlakatla Seaplane Base
MTN,KMTN,Martin State Airport
MTO,KMTO,Coles County Memorial Airport
MTP,KMTP,Montauk Airport
MTQ,YMIT,Mitchell Airport
MTR,SKMR,Los Garzones Airport
MTS,FDMS,Matsapha Airport
MTT,MMMT,Minatitlán/Coatzacoalcos International Airport
MTU,,Montepuez Airport
MTV,NVSA,Mota Lava Airport
MTW,KMTW,Manitowoc County Airport
MTX,PABK,Metro Field (FAA: MTF)
MTY,MMMY,General Mariano Escobedo International Airport
MTZ,LLMZ,Bar Yehuda Airfield (Masada Airfield)
MUA,AGGM,Munda Airport
MUB,FBMN,Maun Airport
MUC,EDDM,Munich Airport
MUD,FQMD,Mueda Airport
MUE,PHMU,Waimea-Kohala Airport
MUF,,Muting Airport
MUG,MMMG,Mulegé Airstrip
MUH,HEMM,Marsa Matruh International Airport
MUI,KMUI,Muir Army Airfield
MUJ,HAMR,Mui Airport
MUK,NCMK,Mauke Airport
MUL,KMUL,Spence Airport
MUN,SVMT,José Tadeo Monagas International Airport
MUO,KMUO,Mountain Home Air Force Base
MUP,YMUP,Mulga Park Airport
MUQ,YMUC,Muccan Station Airport
MUR,WBGM,Marudi Airport
MUS,RJAM,Minami Torishima Airport
MUT,KMUT,Muscatine Municipal Airport
MUW,DAOV,Ghriss Airport
MUX,OPMT,Multan International Airport
MUY,FCBM,Mouyondzi Airport
MUZ,HTMU,Musoma Airport
MVA,BIRL,Mývatn Airport
MVB,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport
MVC,KMVC,Monroe County Airport
MVD,SUMU,Carrasco Gral. Cesáreo L. Berisso International Airport
MVE,KMVE,Montevideo–Chippewa County Airport
MVF,SBMS,Gov. Dix-Sept Rosado Airport
MVG,,Mevang Airport
MVH,,Macksville Airport[1]
MVI,,Manetai Airport[1]
MVK,YMUK,Mulka Airport
MVL,KMVL,Morrisville–Stowe State Airport
MVM,,Kayenta Airport (FAA: 0V7)
MVN,KMVN,Mount Vernon Airport
MVO,FTTM,Mongo Airport
MVP,SKMU,Fabio Alberto León Bentley Airport
MVQ,UMOO,Mogilev Airport
MVR,FKKL,Salak Airport
MVS,SNMU,Mucuri Airport
MVT,NTGV,Mataiva Airport
MVU,YMGV,Musgrave Airport
MVV,LFHM,Megève Altiport
MVW,KBVS,Skagit Regional Airport (FAA: BVS)
MVX,FOGV,Minvoul Airport
MVY,KMVY,Martha's Vineyard Airport
MVZ,FVMV,Masvingo Airport
MWA,KMWA,Williamson County Regional Airport
MWB,YMRW,Morawa Airport
MWC,KMWC,Lawrence J. Timmerman Airport
MWD,OPMI,PAF Base M.M. Alam
MWE,HSMR,Merowe Airport
MWF,NVSN,Maewo-Naone Airport
MWG,,Marawaka Airport
MWH,KMWH,Grant County International Airport
MWI,,Maramuni Airport[1]
MWJ,SYMR,Matthews Ridge Airport
MWK,WIOM,Matak Airport (Tarempa Airport)
MWL,KMWL,Mineral Wells Airport
MWM,KMWM,Windom Municipal Airport
MWN,HTMD,Mwadui Airport[1]
MWO,KMWO,Middletown Regional Airport (Hook Field)
MWQ,VYMW,Magway Airport
MWR,,Motswari Airstrip[1]
MWT,YMWT,Moolawatana Airport
MWU,,Mussau Island Airport
MWV,VDMK,Mondulkiri Airport[1]
MWX,RKJB,Muan International Airport[1]
MWY,YMIR,Miranda Downs Airport
MWZ,HTMW,Mwanza Airport
MXA,KMXA,Manila Municipal Airport
MXB,WAWM,Andi Jemma Airport
MXC,,Monticello Airport (FAA: U43)
MXD,YMWX,Marion Downs Airport
MXE,KMEB,Laurinburg–Maxton Airport (FAA: MEB)
MXF,KMXF,Maxwell Air Force Base
MXG,,Marlboro Airport[1] (FAA: 9B1)
MXH,AYMR,Moro Airport
MXI,RPMQ,Mati Airport (Imelda R. Marcos Airport)
MXJ,DNMN,Minna Airport
MXK,,Mindik Airport
MXL,MMML,General Rodolfo Sánchez Taboada International Airport
MXM,FMSR,Morombe Airport
MXN,LFRU,Morlaix – Ploujean Airport
MXO,KMXO,Monticello Regional Airport
MXP,LIMC,Milan–Malpensa Airport
MXR,,Myrhorod Air Base
MXS,NSMA,Maota Airport
MXT,FMMO,Maintirano Airport
MXU,YMWA,Mullewa Airport
MXV,ZMMN,Mörön Airport
MXW,ZMMG,Mandalgovi Airport
MXX,ESKM,Mora–Siljan Airport
MXY,PAMX,McCarthy Airport (FAA: 15Z)
MXZ,ZGMX,Meixian Airport
MYA,YMRY,Moruya Airport
MYB,FOOY,Mayumba Airport
MYC,SVBS,Mariscal Sucre Airport[1]
MYD,HKML,Malindi Airport
MYE,RJTQ,Miyakejima Airport
MYF,KMYF,Montgomery Field Airport
MYG,MYMM,Mayaguana Airport (Abraham's Bay Airport)
MYH,,Marble Canyon Airport[1] (FAA: L41)
MYI,YMUI,Murray Island Airport
MYJ,RJOM,Matsuyama Airport
MYK,,May Creek Airport
MYL,KMYL,McCall Municipal Airport
MYM,SYMM,Monkey Mountain Airport
MYN,OYMB,Marib Airport
MYO,YMYR,Myroodah Airport
MYP,UTAM,Mary International Airport
MYQ,VOMY,Mysore Airport (Mandakalli Airport)
MYR,KMYR,Myrtle Beach International Airport
MYT,VYMK,Myitkyina Airport
MYU,PAMY,Mekoryuk Airport
MYV,KMYV,Yuba County Airport
MYW,HTMT,Mtwara Airport
MYX,,Menyamya Airport
MYY,WBGR,Miri Airport
MYZ,FWMY,Monkey Bay Airport
MZA,SPMF,Manuel Prado Ugarteche Airport[1]
MZB,FQMP,Mocímboa da Praia Airport
MZC,FOOM,Mitzic Airport
MZD,,Méndez Airport
MZE,,Manatee Airport[1]
MZF,FAMW,Wild Coast Sun Airport
MZG,RCQC,Magong Airport
MZH,LTAP,Amasya Merzifon Airport
MZI,GAMB,Mopti Airport (Ambodedjo Airport)
MZJ,KMZJ,Pinal Airpark
MZK,NGMK,Marakei Airport
MZL,SKMZ,La Nubia Airport (Santaguida Airport)
MZM,LFSF,Metz-Frescaty Air Base
MZN,,Minj Airport
MZO,MUMZ,Sierra Maestra Airport
MZP,NZMK,Motueka Aerodrome
MZQ,FAMU,Mkuze Airport[1]
MZR,OAMS,Mazar-e Sharif International Airport
MZT,MMMZ,General Rafael Buelna International Airport
MZU,VEMZ,Muzaffarpur Airport
MZV,WBMU,Mulu Airport
MZW,DAAY,Mécheria Airport
MZX,HAML,Mena Airport
MZY,FAMO,Mossel Bay Airport
MZZ,KMZZ,Marion Municipal Airport
NAA,YNBR,Narrabri Airport[1]
NAC,YNRC,Naracoorte Airport[1]
NAD,,Macanal Airport[1]
NAE,DBBN,Boundétingou Airport
NAF,,Banaina Airport[1]
NAG,VANP,Dr. Babasaheb Ambedkar International Airport
NAH,WAMH,Naha Airport
NAI,SYAN,Annai Airport
NAJ,UBBN,Nakhchivan International Airport
NAK,VTUQ,Nakhon Ratchasima Airport
NAL,URMN,Nalchik Airport
NAM,WAPR,Namlea Airport[1]
NAN,NFFN,Nadi International Airport
NAO,ZUNC,Nanchong Gaoping Airport
NAP,LIRN,Naples International Airport
NAQ,BGQQ,Qaanaaq Airport[1]
NAR,SKPN,Puerto Nare Airport[1]
NAS,MYNN,Lynden Pindling International Airport
NAT,SBNT,São Gonçalo do Amarante–Governador Aluízio Alves International Airport
NAU,NTGN,Napuka Airport[1]
NAV,LTAZ,Nevşehir Kapadokya Airport
NAW,VTSC,Narathiwat Airport[1]
NAY,ZBNY,Beijing Nanyuan Airport
NAZ,AGNA,Nana Airport[1]
NBA,,Nambaiyufa Airport[1]
NBB,SKBM,Barranco Minas Airport[1]
NBC,UWKE,Begishevo Airport
NBE,DTNH,Enfidha-Hammamet International Airport
NBG,KNBG,NAS JRB New Orleans (Alvin Callender Field)
NBH,YNHS,Nambucca Heads Airport[1]
NBL,MPWN,Wannukandi Airport[1]
NBN,FGAB,Annobón Airport
NBO,HKJK,Jomo Kenyatta International Airport
NBS,ZYBS,Changbaishan Airport
NBW,KNBW,Guantanamo Bay Naval Base
NBX,WABI,Nabire Airport
NCA,MBNC,North Caicos Airport
NCE,LFMN,Nice Côte d'Azur Airport
NCG,MMCG,Nuevo Casas Grandes Municipal Airport
NCH,HTNA,Nachingwea Airport[1]
NCI,SKNC,Antioquia Airport[1]
NCJ,SAFS,Sunchales Airport[1]
NCL,EGNT,Newcastle Airport
NCN,PFCB,Chenega Bay Airport (FAA: C05)
NCO,KOQU,Quonset State Airport[1] (FAA: OQU)
NCR,MNSC,San Carlos Airport[1]
NCS,FANC,Newcastle Airport[1]
NCT,MRNC,Nicoya Guanacaste Airport[1]
NCU,UTNN,Nukus Airport
NCY,LFLP,Annecy – Haute-Savoie – Mont Blanc Airport
NDA,WAPC,Bandanaira Airport[1]
NDB,GQPP,Nouadhibou International Airport
NDC,VAND,Shri Guru Gobind Singh Ji Airport
NDD,FNSU,Sumbe Airport[1]
NDE,HKMA,Mandera Airport[1]
NDF,,N'dalatando Airport[1]
NDG,ZYQQ,Qiqihar Sanjiazi Airport[1]
NDI,,Namudi Airport[1]
NDJ,FTTJ,N'Djamena International Airport
NDK,,Namorik Airport (Namdrik Airport) (FAA: 3N0)
NDL,FEFN,N'Délé Airport[1]
NDM,HAMN,Mendi Airport
NDN,,Nadunumu Airport[1]
NDR,GMMW,Nador International Airport
NDS,YSAN,Sandstone Airport[1]
NDU,FYRU,Rundu Airport
NDY,EGES,Sanday Airport
"
","
"
NEC,SAZO,Necochea Airport
NEF,UWUF,Neftekamsk Airport
NEG,MKNG,Negril Aerodrome
NEJ,HANJ,Nejjo Airport[1]
NEK,HANK,Nekemte Airport[1]
NEL,KNEL,NAES Lakehurst (Maxfield Field)
NEN,KNEN,NOLF Whitehouse
NER,UELL,Chulman Neryungri Airport
NEU,VLSN,Sam Neua Airport[1]
NEV,TKPN,Vance W. Amory International Airport
NEW,KNEW,Lakefront Airport
NFG,USRN,Nefteyugansk Airport
NFL,KNFL,NAS Fallon (Van Voorhis Field)
NFO,NFTO,Niuafo'ou Airport
NFR,HLNR,Nafoora Airport
NGA,YYNG,Young Airport[1]
NGB,ZSNB,Ningbo Lishe International Airport
NGD,TUPA,Auguste George Airport
NGE,FKKN,Ngaoundéré Airport[1]
NGF,PHNG,MCAS Kaneohe Bay[1]
NGI,NFNG,Gau Airport[1]
NGK,UHSN,Nogliki Airport[1]
NGL,FANG,Ngala Airfield[1]
NGN,,Narganá Airport[1]
NGO,RJGG,Chūbu Centrair International Airport
NGP,KNGP,NAS Corpus Christi (Truax Field)
NGQ,ZUAL,Ngari Gunsa Airport
NGR,,Ningerum Airport[1]
NGS,RJFU,Nagasaki Airport
NGU,KNGU,NS Norfolk (Chambers Field)
NGW,KNGW,NOLF Cabaniss Field
NGX,VNMA,Manang Airport[1]
NHA,VVNT,Nha Trang Air Base[1]
NHD,OMDM,Al Minhad Air Base[1]
NHF,HSNW,New Halfa Airport[1]
NHK,KNHK,NAS Patuxent River (Trapnell Field)
NHS,,Nushki Airport[1]
NHT,EGWU,RAF Northolt
NHV,NTMD,Nuku Hiva Airport[1]
NHX,KNBJ,NOLF Barin (FAA: NBJ)
NHZ,KBXM,Brunswick Executive Airport
NIA,GLNA,Nimba Airport
NIB,PAFS,Nikolai Airport (FAA: FSP)
NIC,LCNC,Nicosia International Airport1
NIF,YCNF,Nifty Airport[1]
NIG,NGNU,Nikunau Airport[1]
NIK,,Niokolo-Koba Airport[1]
NIM,DRRN,Diori Hamani International Airport
NIN,,Ninilchik Airport
NIO,FZBI,Nioki Airport
NIP,KNIP,NAS Jacksonville (Towers Field)
NIR,,Chase Field Industrial Complex[1] (FAA: 1XA2)
NIS,,Simberi Airport
NIT,LFBN,Niort - Souché Airport[1]
NIU,NTKN,Niau Airport[1]
NIX,GANR,Nioro Airport
NJA,RJTA,Naval Air Facility Atsugi[1]
NJC,USNN,Nizhnevartovsk Airport
NJF,ORNI,Al Najaf International Airport
NJK,KNJK,NAF El Centro
NKA,,Nkan Airport[1]
NKB,,Noonkanbah Airport[1]
NKC,GQNO,Nouakchott–Oumtounsy International Airport
NKD,,Sinak Airport[1]
NKG,ZSNJ,Nanjing Lukou International Airport
NKI,,Naukati Bay Seaplane Base[1] (FAA: AK62)
NKL,FZAR,Nkolo-Fuma Airport
NKM,RJNA,Nagoya Airfield (Komaki Airport)
NKN,,Nankina Airport[1]
NKO,,Ankokoambo Airport[1]
NKP,,Nukutepipi Airport[1]
NKS,FKAN,Nkongsamba Airport
NKT,LTCV,Şırnak Airport
NKU,FXNK,Nkaus Airport[1]
NKX,KNKX,MCAS Miramar
NKY,FCBY,Yokangassi Airport
NLA,FLND,Simon Mwansa Kapwepwe International Airport
NLC,KNLC,NAS Lemoore (Reeves Field)
NLD,MMNL,Quetzalcóatl International Airport
NLE,,Jerry Tyler Memorial Airport (FAA: 3TR)
NLF,YDNI,Darnley Island Airport[1]
NLG,PAOU,Nelson Lagoon Airport (FAA: OUL)
NLH,,Ninglang Luguhu Airport[1]
NLI,UHNN,Nikolayevsk-on-Amur Airport
NLK,YSNF,Norfolk Island Airport
NLL,YNUL,Nullagine Airport[1]
NLN,,Kneeland Airport[1] (FAA: O19)
NLO,FZAB,N'Dolo Airport[1]
NLP,FANS,Nelspruit Airport[1]
NLS,,Nicholson Airport[1]
NLT,ZWNL,Xinyuan Nalati Airport
NLU,MMSM,Santa Lucía Air Force Base Num 1
NLV,UKON,Mykolaiv International Airport
NMA,UTFN,Namangan Airport[1]
NMB,VADN,Daman Airport
NMC,MYEN,Norman's Cay Airport[1]
NME,PAGT,Nightmute Airport (FAA: IGT)
NMF,VRDA,Maafaru International Airport[1]
NMG,,San Miguel Airport[1]
NML,,Fort McMurray/Mildred Lake Airport[1] (TC: CAJ3)
NMN,,Nomane Airport[1]
NMP,,New Moon Airport[1]
NMR,YNAP,Nappa Merrie Airport[1]
NMS,VYNS,Nansang Airport[1]
NMT,VYNT,Namtu Airport[1]
NNA,GMMY,Kenitra Air Base
NNB,AGGT,Santa Ana Airport[1]
NND,,Nangade Airport[1]
NNG,ZGNN,Nanning Wuxu International Airport
NNI,FYNA,Namutoni Airport[1]
NNK,,Naknek Airport (FAA: 5NK)
NNL,PANO,Nondalton Airport (FAA: 5NN)
NNM,ULAM,Naryan-Mar Airport
NNR,EICA,Connemara Airport
NNT,VTCN,Nan Nakhon Airport[1]
NNU,SNNU,Nanuque Airport[1]
NNX,WRLF,Nunukan Airport
NNY,ZHNY,Nanyang Jiangying Airport
NOA,YSNW,NAS Nowra[1]
NOB,MRNS,Nosara Airport
NOC,EIKN,Ireland West Airport Knock
NOD,EDWS,Norddeich Airport
NOG,MMNG,Nogales International Airport
NOI,,Novorossiysk Airport[1]
NOJ,USRO,Noyabrsk Airport
NOK,SWXV,Nova Xavantina Airport[1]
NOM,ATNR,Nomad River Airport[1]
NON,NGTO,Nonouti Airport[1]
NOO,,Naoro Airport[1]
NOP,LTCM,Sinop Airport
NOR,BINF,Norðfjörður Airport[1]
NOS,FMNN,Fascene Airport[1]
NOT,KDVO,Marin County Airport (Gnoss Field) (FAA: DVO)
NOU,NWWW,La Tontouta International Airport
NOV,FNHU,Albano Machado Airport
NOZ,UNWW,Spichenkovo Airport
NPA,KNPA,NAS Pensacola (Forrest Sherman Field)
NPE,NZNR,Hawke's Bay Airport
NPG,,Nipa Airport[1]
NPH,,Nephi Municipal Airport (FAA: U14)
NPL,NZNP,New Plymouth Airport
NPO,WIOG,Nanga Pinoh Airport[1]
NPP,,Napperby Airport[1]
NPR,SJNP,Novo Progresso Airport[1]
NPT,KUUU,Newport State Airport (FAA: UUU)
NPU,,San Pedro de Urabá Airport[1]
NQA,KNQA,Millington Regional Jetport
NQI,KNQI,NAS Kingsville
NQL,SWNQ,Niquelândia Airport[1]
NQN,SAZN,Presidente Perón International Airport
NQT,EGBN,Nottingham Airport[1]
NQU,SKNQ,Reyes Murillo Airport
NQX,KNQX,NAS Key West (Boca Chica Field)
NQY,EGDG,Newquay Airport
NRA,YNAR,Narrandera Airport[1]
NRB,KNRB,NS Mayport (Admiral David L. McDonald Field)
NRC,KNRC,NASA Crows Landing Airport
NRD,EDWY,Norderney Airport
NRE,WAPG,Namrole Airport
NRG,YNRG,Narrogin Airport
NRI,,Grand Lake Regional Airport[1] (FAA: 3O9)
NRK,ESSP,Norrköping Airport
NRL,EGEN,North Ronaldsay Airport[1]
NRM,GANK,Keibane Airport
NRN,EDLV,Weeze Airport (Niederrhein Airport)
NRR,TJRV,José Aponte de la Torre Airport[1] (FAA: RVR)
NRS,KNRS,NOLF Imperial Beach (Ream Field)
NRT,RJAA,Narita International Airport
NRY,,Newry Airport[1]
NSB,,North Seaplane Base[1]
NSE,KNSE,NAS Whiting Field – North
NSH,OINN,Noshahr Airport[1]
NSI,FKYS,Yaoundé Nsimalen International Airport
NSK,UOOO,Alykel Airport
NSL,KDVP,Slayton Municipal Airport[1] (FAA: DVP)
NSM,YNSM,Norseman Airport[1]
NSN,NZNS,Nelson Airport
NSO,YSCO,Scone Airport[1]
NST,VTSF,Nakhon Si Thammarat Airport
NSV,YNSH,Noosa Airport[1]
NSY,LICZ,Naval Air Station Sigonella
NTA,,Natadola Seaplane Base[1]
NTB,ENNO,"Notodden Airport, Tuven"
NTC,,Santa Carolina Airport[1]
NTD,KNTD,NAS Point Mugu (Naval Base Ventura County)
NTE,LFRS,Nantes Atlantique Airport
NTG,ZSNT,Nantong Xingdong Airport
NTI,,Stenkol Airport[1]
NTJ,,Manti-Ephraim Airport (FAA: 41U)
NTL,YWLM,Newcastle Airport / RAAF Base Williamtown
NTM,SNRW,Miracema do Tocantins Airport[1]
NTN,YNTN,Normanton Airport[1]
NTO,GVAN,Agostinho Neto Airport
NTQ,RJNW,Noto Airport[1]
NTR,MMAN,Del Norte International Airport[1]
NTT,NFTP,Niuatoputapu Airport
NTU,KNTU,NAS Oceana (Apollo Soucek Field)
NTX,WION,Ranai Airport
NTY,FAPN,Pilanesberg International Airport
NUA,,Gregory Lake Seaplane Base[1]
NUB,YNUM,Numbulwar Airport[1]
NUD,HSNH,En Nahud Airport[1]
NUE,EDDN,Nuremberg Airport
NUF,,Castlereigh Reservoir Seaplane Base[1]
NUG,,Nuguria Airstrip[1]
NUH,,Nunchía Airport[1]
NUI,PAQT,Nuiqsut Airport (FAA: AQT)
NUJ,OIHS,Hamedan Air Base[1] (Nogeh Airport)
NUK,NTGW,Nukutavake Airport
NUL,PANU,Nulato Airport
NUM,OENN,Neom Bay Airport
NUN,KNUN,NOLF Saufley Field
NUP,,Nunapitchuk Airport (FAA: 16A)
NUQ,KNUQ,Moffett Federal Airfield
NUR,YNUB,Nullabor Motel Airport[1]
NUS,NVSP,Norsup Airport
NUT,,Nutuve Airport[1]
NUU,HKNK,Nakuru Airport[1]
NUW,KNUW,NAS Whidbey Island (Ault Field)
NUX,USMU,Novy Urengoy Airport
NVA,SKNV,Benito Salas Airport
NVD,KNVD,Nevada Municipal Airport
NVG,MNNG,Nueva Guinea Airport[1]
NVI,UTSA,Navoi International Airport[1]
NVK,ENNK,"Narvik Airport, Framnes"
NVN,,Nervino Airport (FAA: O02)
NVP,,Novo Aripuanã Airport[1]
NVR,ULNN,Novgorod Airport
NVS,LFQG,Nevers - Fourchambault Airport[1]
NVT,SBNF,Navegantes–Ministro Victor Konder International Airport
NVY,VONV,Neyveli Airport
NWA,FMCI,Mohéli Bandar Es Eslam Airport[1]
NWH,,Parlin Field (FAA: 2B3)
NWI,EGSH,Norwich International Airport
NWT,,Nowata Airport[1]
NYA,USHN,Nyagan Airport
NYC[1],,metropolitan area2
NYE,HKNI,Nyeri Airport[1]
NYG,KNYG,MCAF Quantico (Turner Field)
NYI,DGSN,Sunyani Airport
NYK,HKNY,Nanyuki Airport
NYM,USMM,Nadym Airport
NYN,YNYN,Nyngan Airport[1]
NYO,ESKN,Stockholm Skavsta Airport
NYR,UENN,Nyurba Airport
NYT,VYNT,Naypyidaw Airport
NYU,VYBG,Nyaung U Airport
NYW,VYMY,Monywa Airport[1]
NZA,FNZG,Nzagi Airport
NZC,SPZA,Maria Reiche Neuman Airport
NZE,GUNZ,Nzérékoré Airport
NZH,ZBMZ,Manzhouli Xijiao Airport[1]
NZL,,Zhalantun Chengjisihan Airport[1]
NZY,KNZY,NAS North Island (Halsey Field)
OAA,OASH,Forward Operating Base Shank
OAG,YORG,Orange Airport[1]
OAH,OASD,Shindand Air Base
OAI,OAIX,Bagram Airfield
OAJ,KOAJ,Albert J. Ellis Airport
OAK,KOAK,Oakland International Airport
OAL,SSKW,Capital do Café Airport[1]
OAM,NZOU,Oamaru Airport
OAN,MHEA,El Arrayán Airport[1]
OAR,KOAR,Marina Municipal Airport
OAS,OASA,Sharana Airstrip / Forward Operating Base Sharana
OAX,MMOX,Xoxocotlán International Airport
OAZ,OAZI,Camp Bastion Air Base
OBA,,Oban Airport[1]
OBC,HDOB,Obock Airport
OBD,,Obano Airport
OBE,KOBE,Okeechobee County Airport
OBF,EDMO,Oberpfaffenhofen Airport
OBI,SBTI,Óbidos Airport[1]
OBL,EBZR,Oostmalle Airfield
OBM,,Morobe Airport[1]
OBN,EGEO,Oban Airport[1] (North Connel Airport)
OBO,RJCB,Tokachi–Obihiro Airport
OBS,LFHO,Aubenas Aerodrome[1] (Ardèche Méridionale Aerodrome)
OBU,PAOB,Kobuk Airport
OBX,AYOB,Obo Airport
OCA,,Ocean Reef Club Airport (FAA: 07FA)
OCC,SECO,Francisco de Orellana Airport
OCE,KOXB,Ocean City Municipal Airport
OCF,KOCF,Ocala International Airport (Jim Taylor Field)
OCH,KOCH,A.L. Mangham Jr. Regional Airport
OCJ,MKBS,Ian Fleming International Airport
OCM,YBGD,Boolgeeda Airport[1]
OCN,KOKB,Oceanside Municipal Airport (FAA: OKB)
OCS,,Corisco International Airport[1]
OCV,SKOC,Aguas Claras Airport[1]
OCW,KOCW,Washington–Warren Airport (Warren Field)
ODA,FEFW,Ouadda Airport[1]
ODB,LEBA,Córdoba Airport
ODC,,Oakdale Airport[1] (FAA: O27)
ODD,YOOD,Oodnadatta Airport[1]
ODE,EKOD,Hans Christian Andersen Airport
ODH,EGVO,RAF Odiham
ODJ,FEGO,Ouanda Djallé Airport[1]
ODL,,Cordillo Downs Airport[1]
ODM,,Garrett County Airport[1] (FAA: 2G4)
ODN,WBGI,Long Seridan Airport[1]
ODO,UIKB,Bodaybo Airport[1]
ODR,YORV,Ord River Airport[1]
ODS,UKOO,Odessa International Airport
ODW,KOKH,A.J. Eisenberg Airport (FAA: OKH)
ODY,VLOS,Oudomsay Airport
OEC,WPOC,Oecusse Airport
OEL,UUOR,Oryol Yuzhny Airport
OEM,SMPA,Vincent Fayks Airport
OEO,KOEO,L.O. Simenstad Municipal Airport
OER,ESNO,Örnsköldsvik Airport
OES,SAVN,Antoine de Saint Exupéry Airport
OFF,KOFF,Offutt Air Force Base
OFI,DIOF,Ouango Fitini Airport[1]
OFJ,BIOF,Ólafsfjörður Airport[1]
OFK,KOFK,Norfolk Regional Airport (Karl Stefan Memorial Field)
OFU,NSAS,Ofu Airport (FAA: Z08)
OGA,KOGA,Searle Field
OGB,KOGB,Orangeburg Municipal Airport
OGD,KOGD,Ogden-Hinckley Airport
OGE,,Ogeramnang Airport[1]
OGG,PHOG,Kahului Airport
OGL,SYGO,Ogle Airport
OGM,,Ustupu-Ogobsucum Airport[1]
OGN,ROYN,Yonaguni Airport
OGO,DIAU,Abengourou Airport[1]
OGR,FTTB,Bongor Airport
OGS,KOGS,Ogdensburg International Airport
OGU,LTCB,Ordu–Giresun Airport
OGV,FYNG,Ongava Airstrip[1]
OGX,DAUU,Ain Beida Airport
OGZ,URMO,Beslan Airport
OHA,NZOH,RNZAF Base Ohakea[1]
OHB,,Ambohibary Airport[1]
OHD,LWOH,"Ohrid ""St. Paul the Apostle"" Airport"
OHE,ZYMH,Mohe Gulian Airport
OHH,UHSH,Okha Airport (Novostroyka Airport)
OHI,FYOS,Oshakati Airport[1]
OHO,UHOO,Okhotsk Airport
OHR,EDXY,Wyk auf Föhr Airport[1]
OHS,OOSH,Sohar Airport[1]
OHT,OPKT,PAF Base Kohat
OIA,SDOW,Ourilândia do Norte Airport[1]
